# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     35     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      1      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      1      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     35     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      4      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      5     19 
    2     59     35     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     35     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      1      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      2      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      2      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     56     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     31      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     31      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      3      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      5      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      1      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     35     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      7      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      1      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     31      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      2      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     31      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     56     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      2      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      5      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      1      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      1      0 
    1     56     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     34     33      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     57     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     31     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     57     29     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
